Date,MPRN,Meter Serial Number,00:30,01:00,01:30,02:00,02:30,03:00,03:30,04:00,04:30,05:00,05:30,06:00,06:30,07:00,07:30,08:00,08:30,09:00,09:30,10:00,10:30,11:00,11:30,12:00,12:30,13:00,13:30,14:00,14:30,15:00,15:30,16:00,16:30,17:00,17:30,18:00,18:30,19:00,19:30,20:00,20:30,21:00,21:30,22:00,22:30,23:00,23:30,00:00
12/02/2026,10306472089,32181933,0.08,0.05,0.05,0.05,0.03,0.05,0.03,0.04,0.04,0.03,0.04,0.03,0.03,0.05,0.04,0.04,0.03,0.11,0.07,0.02,0.03,0.03,0.03,0.00,0.01,0.12,0.00,0.00,0.00,0.04,0.04,0.05,0.08,0.07,0.04,0.05,0.19,0.62,0.26,1.26,1.16,0.55,0.29,0.09,0.13,0.12,0.12,0.10
13/02/2026,10306472089,32181933,0.06,0.06,0.04,0.05,0.03,0.04,0.04,0.03,0.04,0.04,0.03,0.05,0.05,0.05,0.05,0.04,0.04,0.50,0.76,0.09,0.04,0.02,0.00,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.33,0.11,0.42,0.62,0.36,0.09,0.09,0.12,0.05,0.07,0.05,0.06,0.06,0.05,0.08,0.08,0.10
14/02/2026,10306472089,32181933,0.07,0.07,0.07,0.06,0.05,0.06,0.06,0.05,0.06,0.05,0.05,0.06,0.04,0.05,0.05,0.04,0.03,0.01,0.00,0.01,0.00,0.01,0.01,0.01,0.02,0.02,0.02,0.04,0.04,0.05,0.06,0.04,0.07,0.05,0.05,0.06,0.04,0.51,0.13,0.18,1.19,0.30,0.10,0.51,0.34,0.22,0.54,0.05
15/02/2026,10306472089,32181933,0.07,0.06,0.05,0.06,0.06,0.04,0.06,0.06,0.05,0.05,0.06,0.04,0.05,0.05,0.04,0.06,0.06,0.03,0.04,0.12,0.05,0.11,0.45,0.14,0.94,1.11,0.75,0.67,0.11,0.02,0.04,0.44,0.52,0.07,0.06,0.04,0.10,0.11,0.12,0.09,0.08,0.09,0.34,0.67,0.19,0.77,0.09,0.08
16/02/2026,10306472089,32181933,0.07,0.07,0.06,0.05,0.06,0.06,0.06,0.06,0.05,0.06,0.06,0.06,0.04,0.06,0.06,0.05,0.06,0.15,0.12,0.08,0.00,0.02,0.01,0.05,0.01,0.00,0.08,0.03,0.28,0.33,0.13,0.57,0.05,0.05,0.07,0.06,0.07,0.07,0.07,0.07,0.70,0.67,0.24,0.94,0.25,0.08,0.08,0.06
17/02/2026,10306472089,32181933,0.07,0.05,0.06,0.04,0.04,0.06,0.04,0.05,0.05,0.06,0.10,0.07,0.06,0.05,0.06,0.04,0.12,0.04,0.05,0.07,0.07,0.09,0.05,0.06,0.02,0.01,0.17,0.04,0.64,0.08,0.43,0.33,0.08,0.07,0.10,0.09,0.06,0.07,0.66,0.22,0.63,0.20,1.39,0.31,0.12,0.06,0.07,0.07
18/02/2026,10306472089,32181933,0.06,0.05,0.05,0.05,0.08,0.08,0.06,0.05,0.05,0.05,0.04,0.04,0.05,0.05,0.05,0.05,0.07,0.31,0.85,0.01,0.03,0.05,0.04,0.05,0.02,0.07,0.36,0.52,0.07,0.65,0.07,0.06,0.05,0.07,0.05,0.04,0.12,0.08,0.45,0.44,0.25,1.06,0.10,0.08,0.10,0.16,0.10,0.12
19/02/2026,10306472089,32181933,0.06,0.06,0.03,0.04,0.04,0.03,0.05,0.04,0.04,0.05,0.04,0.04,0.05,0.04,0.05,0.05,0.03,0.05,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04,0.03,0.06,0.09,0.07,0.22,0.66,1.19,0.07,0.22,0.56,0.08,0.65,0.06
20/02/2026,10306472089,32181933,0.06,0.04,0.05,0.03,0.04,0.04,0.03,0.05,0.03,0.03,0.04,0.04,0.04,0.05,0.04,0.03,0.02,0.22,0.11,0.08,0.02,0.01,0.00,0.00,0.01,0.03,0.03,0.01,0.13,0.00,0.01,0.02,0.03,0.05,0.07,0.07,0.06,0.61,0.50,0.12,0.09,0.07,0.32,0.16,0.69,0.09,0.11,0.05
21/02/2026,10306472089,32181933,0.11,0.52,0.23,0.06,0.06,0.06,0.03,0.05,0.04,0.05,0.05,0.04,0.05,0.04,0.04,0.05,0.03,0.05,0.04,0.02,0.27,0.06,0.07,0.06,0.18,0.04,0.02,0.02,0.49,0.26,0.06,0.05,0.05,0.07,0.08,0.06,0.05,0.05,0.34,1.11,0.90,0.25,0.07,0.07,0.16,0.11,0.06,0.74
22/02/2026,10306472089,32181933,0.06,0.05,0.06,0.04,0.06,0.05,0.06,0.05,0.06,0.06,0.05,0.05,0.04,0.05,0.04,0.04,0.01,0.00,0.00,0.13,0.62,1.12,0.09,0.72,0.04,0.19,0.04,0.01,0.00,0.01,0.09,0.01,0.02,0.05,0.06,0.23,0.09,0.09,0.07,0.05,0.67,0.49,0.10,0.88,0.18,0.69,0.07,0.06
23/02/2026,10306472089,32181933,0.06,0.05,0.06,0.04,0.06,0.05,0.05,0.06,0.04,0.06,0.05,0.05,0.05,0.04,0.05,0.04,0.25,0.07,0.06,0.07,0.05,0.05,1.28,0.64,0.05,0.08,0.03,0.05,0.05,0.05,0.05,0.07,0.04,0.07,0.06,0.05,0.04,0.05,0.35,0.39,0.09,0.54,0.18,0.09,0.08,0.06,0.08,0.05
24/02/2026,10306472089,32181933,0.06,0.06,0.04,0.05,0.04,0.04,0.05,0.03,0.05,0.04,0.03,0.62,0.83,0.66,0.05,0.04,0.42,0.51,0.74,0.19,0.49,0.38,0.31,0.17,1.03,1.27,0.23,0.02,0.01,0.14,0.96,0.04,0.03,0.04,0.03,0.04,0.09,0.09,0.08,0.06,0.25,0.39,0.13,0.69,0.15,0.73,0.13,0.06
25/02/2026,10306472089,32181933,0.05,0.05,0.03,0.04,0.03,0.04,0.03,0.03,0.04,0.03,0.04,0.03,0.05,0.04,0.04,0.04,0.03,0.05,0.60,0.06,0.39,0.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.02,0.04,0.03,0.06,0.09,0.06,0.22,0.15,0.06,0.07,0.12,0.12,0.11,0.16,0.11
26/02/2026,10306472089,32181933,0.06,0.04,0.03,0.04,0.03,0.04,0.03,0.03,0.04,0.02,0.04,0.03,0.03,0.05,0.04,0.04,0.04,0.02,0.02,0.03,0.02,0.03,0.02,0.03,0.02,0.08,0.00,0.01,0.02,0.03,0.02,0.01,0.03,0.02,0.04,0.03,0.04,0.04,0.07,0.06,0.05,0.05,0.05,0.08,0.69,0.15,0.61,0.11
27/02/2026,10306472089,32181933,0.06,0.05,0.04,0.03,0.04,0.03,0.04,0.03,0.03,0.04,0.03,0.03,0.04,0.04,0.05,0.04,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.06,0.02,0.04,0.04,0.04,0.05,0.04,0.04,0.03,0.05,0.03,0.05,0.04,0.10,0.23
28/02/2026,10306472089,32181933,0.10,0.09,0.05,0.03,0.04,0.03,0.03,0.04,0.03,0.04,0.04,0.03,0.05,0.04,0.03,0.02,0.00,0.00,0.00,0.00,0.32,0.23,0.34,0.41,0.32,0.22,0.10,0.46,0.00,0.55,0.00,0.02,0.02,0.07,0.11,0.08,0.11,0.12,0.11,0.09,0.09,0.07,0.14,0.11,0.06,0.14,0.12,0.12
01/03/2026,10306472089,32181933,0.11,0.11,0.11,0.07,0.05,0.04,0.05,0.04,0.04,0.04,0.04,0.05,0.03,0.04,0.04,0.04,0.04,0.01,0.00,0.00,0.07,0.00,0.01,0.09,0.45,0.04,0.00,0.54,0.03,0.85,0.19,0.42,0.58,0.15,0.11,0.10,0.10,0.61,0.57,0.31,0.04,0.53,0.18,0.71,0.15,0.50,0.38,0.12
02/03/2026,10306472089,32181933,0.05,0.03,0.04,0.03,0.04,0.05,0.03,0.04,0.04,0.03,0.05,0.04,0.04,0.05,0.03,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.19,0.27,0.27,0.01,0.00,0.00,0.00,0.01,0.01,0.02,0.04,0.04,0.11,0.13,0.12,0.06,0.55,0.07,0.11,0.13,0.19,0.12,0.11
03/03/2026,10306472089,32181933,0.05,0.03,0.04,0.04,0.03,0.04,0.03,0.04,0.05,0.03,0.05,0.04,0.04,0.05,0.04,0.00,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.40,0.00,0.00,0.00,0.00,0.03,0.04,0.05,0.02,0.04,0.03,0.12,0.09,0.15,0.67,0.11,0.27,0.54,0.14,0.33,0.21,0.07
04/03/2026,10306472089,32181933,0.03,0.04,0.03,0.04,0.03,0.04,0.03,0.03,0.04,0.03,0.03,0.04,0.03,0.05,0.05,0.02,0.03,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.33,0.00,0.00,0.00,0.00,0.00,0.02,0.03,0.03,0.05,0.08,0.06,0.06,0.03,0.04,0.03,0.06,0.06,0.05,0.05,0.03,0.16
05/03/2026,10306472089,32181933,0.04,0.03,0.05,0.03,0.04,0.04,0.03,0.04,0.04,0.03,0.04,0.03,0.03,0.05,0.04,0.04,0.05,0.02,0.03,0.05,0.11,0.04,0.03,0.17,0.15,0.01,0.02,0.05,0.03,0.02,0.04,0.05,0.05,0.05,0.06,0.12,0.19,0.24,0.14,0.11,0.12,0.12,0.12,0.14,0.16,0.12,0.12,0.04
06/03/2026,10306472089,32181933,0.04,0.05,0.04,0.05,0.06,0.04,0.06,0.05,0.05,0.05,0.04,0.05,0.05,0.07,0.18,0.01,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.11,0.03,0.00,0.00,0.05,0.08,0.11,0.10,0.04,0.05,0.03,0.08,0.12,0.21,0.13,0.07,0.08,0.07,0.22,0.54,0.13,0.08
07/03/2026,10306472089,32181933,0.10,0.09,0.05,0.03,0.04,0.03,0.03,0.04,0.03,0.04,0.04,0.03,0.05,0.04,0.03,0.02,0.00,0.00,0.00,0.00,0.32,0.23,0.34,0.41,0.32,0.22,0.10,0.46,0.00,0.55,0.00,0.02,0.02,0.07,0.11,0.08,0.11,0.12,0.11,0.09,0.09,0.07,0.14,0.11,0.06,0.14,0.12,0.12
08/03/2026,10306472089,32181933,0.06,0.05,0.05,0.04,0.05,0.04,0.05,0.04,0.04,0.05,0.04,0.04,0.05,0.04,0.02,0.00,0.00,0.01,0.00,0.04,0.00,0.46,0.00,0.37,0.66,0.08,0.36,0.67,0.04,0.05,0.11,0.14,0.38,0.61,0.61,0.04,0.06,0.16,1.25,1.18,0.19,1.34,0.36,0.08,0.07,0.06,0.07,0.05
09/03/2026,10306472089,32181933,0.07,0.05,0.05,0.05,0.04,0.05,0.04,0.05,0.05,0.06,0.05,0.04,0.05,0.04,0.05,0.14,0.01,0.00,0.02,0.01,0.00,0.00,0.00,0.00,0.09,0.00,0.00,0.00,0.00,0.02,0.00,0.03,0.03,0.04,0.04,0.08,0.13,0.11,0.39,1.03,0.20,0.09,1.55,1.17,0.66,0.72,0.07,0.05
10/03/2026,10306472089,32181933,0.05,0.04,0.04,0.04,0.03,0.05,0.03,0.04,0.03,0.04,0.03,0.04,0.04,0.04,0.05,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.02,0.01,0.02,0.02,0.03,0.04,0.04,0.09,0.13,0.16,0.12,0.21,0.42,0.26,0.11,0.14,0.18,0.12,0.05
11/03/2026,10306472089,32181933,0.16,0.15,0.13,0.04,0.03,0.05,0.03,0.04,0.02,0.04,0.03,0.03,0.04,0.04,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.57,0.00,0.00,0.00,0.02,0.00,0.01,0.02,0.05,0.05,0.15,0.14,0.15,0.14,0.12,0.05,0.10,0.57,0.27,0.40,0.46,0.10,0.08
12/03/2026,10306472089,32181933,0.10,0.03,0.05,0.03,0.04,0.03,0.04,0.03,0.03,0.04,0.03,0.03,0.04,0.04,0.05,0.04,0.03,0.04,0.03,0.04,0.00,0.00,0.01,0.00,0.00,0.01,0.00,0.00,0.00,0.01,0.02,0.00,0.01,0.02,0.07,0.16,0.15,0.14,0.16,0.15,0.15,0.59,0.29,0.17,0.14,0.10,0.11,0.14
13/03/2026,10306472089,32181933,0.10,0.08,0.04,0.03,0.03,0.04,0.02,0.04,0.03,0.03,0.05,0.03,0.05,0.04,0.01,0.00,0.00,0.00,0.01,0.00,0.03,0.00,0.02,0.01,0.00,0.02,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.01,0.00,0.04,0.04,0.04,0.07,0.05,0.11,0.12,0.10,0.09,0.10,0.12,0.07,0.09
14/03/2026,10306472089,32181933,0.15,0.14,0.17,0.09,0.05,0.04,0.04,0.05,0.03,0.04,0.04,0.03,0.05,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.11,0.15,0.16,0.10,0.10,0.11,0.96,0.93,0.09,0.07,0.08,0.07,0.10,0.14
15/03/2026,10306472089,32181933,0.61,0.40,0.30,0.46,0.04,0.03,0.05,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.02,0.04,0.01,0.00,0.00,0.00,0.00,0.00,0.07,0.04,0.02,0.01,0.14,0.01,0.00,0.00,0.00,0.00,0.01,0.02,0.04,0.03,0.12,0.15,0.16,0.14,0.65,0.07,0.14,0.13,0.12,0.18,0.11,0.11
16/03/2026,10306472089,32181933,0.04,0.05,0.04,0.05,0.04,0.04,0.03,0.04,0.04,0.04,0.04,0.03,0.05,0.03,0.04,0.02,0.01,0.02,0.01,0.01,0.02,0.00,0.00,0.60,0.04,0.00,0.75,0.54,0.85,0.06,0.03,0.02,0.02,0.02,0.08,0.15,0.16,0.15,0.16,0.15,0.55,0.13,0.09,0.10,0.10,0.10,0.18,0.06
17/03/2026,10306472089,32181933,0.03,0.04,0.04,0.05,0.03,0.03,0.03,0.04,0.04,0.03,0.04,0.04,0.03,0.05,0.03,0.03,0.05,0.06,0.03,0.01,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.00,0.03,0.02,0.04,0.03,0.04,0.04,0.03,0.05,0.03,0.04,0.04,0.03,0.05,0.04,0.09
18/03/2026,10306472089,32181933,0.18,0.03,0.04,0.04,0.03,0.04,0.03,0.03,0.04,0.02,0.04,0.04,0.03,0.05,0.03,0.02,0.02,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.02,0.01,0.00,0.02,0.02,0.04,0.05,0.14,0.16,0.14,0.75,0.08,0.14,0.17,0.21,0.76,0.07
19/03/2026,10306472089,32181933,0.72,0.07,0.04,0.03,0.03,0.04,0.03,0.04,0.03,0.04,0.04,0.03,0.04,0.03,0.01,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.04,0.05,0.16,0.15,0.15,0.43,0.46,0.12,0.07,0.11,0.10,0.11,0.15
20/03/2026,10306472089,32181933,0.11,0.10,0.04,0.04,0.03,0.04,0.03,0.03,0.03,0.03,0.04,0.02,0.04,0.04,0.01,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.06,0.14,0.17,0.14,0.09,0.10,0.09,0.12,0.15,0.12,0.11,0.08,0.10,0.17
21/03/2026,10306472089,32181933,0.09,0.09,0.09,0.07,0.03,0.04,0.03,0.04,0.03,0.03,0.04,0.02,0.03,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.10,0.11,0.09,0.10,0.08,0.74,0.69,0.26,0.06,0.08,0.06,0.04,0.04,0.15
22/03/2026,10306472089,32181933,0.05,0.04,0.04,0.04,0.03,0.04,0.03,0.05,0.03,0.04,0.03,0.04,0.03,0.04,0.03,0.00,0.00,0.00,0.03,0.46,0.06,0.13,0.22,0.55,0.63,0.92,0.80,0.12,0.02,0.54,0.00,0.57,0.39,0.34,0.03,0.07,0.13,0.16,0.15,0.14,0.07,0.54,0.17,0.06,0.08,0.06,0.06,0.04
23/03/2026,10306472089,32181933,0.05,0.05,0.04,0.04,0.04,0.04,0.03,0.05,0.03,0.05,0.03,0.06,0.03,0.04,0.03,0.02,0.02,0.04,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04,0.07,0.06,0.10,0.11,0.45,0.18,0.12,0.13,0.45,0.36,0.63,1.47,0.08,0.04
24/03/2026,10306472089,32181933,0.05,0.05,0.05,0.03,0.05,0.03,0.04,0.04,0.03,0.04,0.03,0.04,0.03,0.04,0.05,0.20,0.25,0.07,0.07,0.05,0.04,0.05,0.04,0.05,0.03,0.16,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.06,0.08,0.06,0.07,0.09,0.09,0.07,0.71,0.06,0.07,0.24,0.74,1.37,0.11,0.07
25/03/2026,10306472089,32181933,0.24,0.04,0.03,0.04,0.03,0.04,0.03,0.04,0.03,0.03,0.04,0.03,0.04,0.02,0.01,0.00,0.00,0.00,0.01,0.46,0.00,0.40,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.02,0.02,0.03,0.10,0.10,0.08,0.21,0.19,0.18,0.10,0.07,0.06,0.06,0.05,0.43
26/03/2026,10306472089,32181933,0.04,0.05,0.03,0.04,0.03,0.03,0.04,0.03,0.04,0.04,0.03,0.04,0.03,0.04,0.03,0.01,0.00,0.02,0.00,0.00,0.00,0.00,0.24,0.01,0.32,0.88,0.62,0.34,0.06,0.63,0.03,0.61,0.01,0.05,0.08,0.12,0.16,0.16,0.15,0.11,1.10,0.59,0.14,0.06,0.07,0.07,0.06,0.05
27/03/2026,10306472089,32181933,0.05,0.06,0.03,0.05,0.03,0.03,0.03,0.03,0.04,0.03,0.03,0.04,0.02,0.02,0.02,0.00,0.00,0.02,0.00,0.03,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.06,0.11,0.08,0.10,0.07,0.04,0.05,0.05,0.05,0.05,0.06,0.06,0.05,0.04,0.05,0.07
28/03/2026,10306472089,32181933,0.07,0.05,0.03,0.04,0.04,0.03,0.05,0.04,0.04,0.05,0.04,0.05,0.03,0.01,0.01,0.00,0.00,0.00,0.00,0.29,0.43,0.56,0.22,0.51,0.00,0.09,0.00,0.00,0.00,0.01,0.32,0.25,0.08,0.16,0.51,0.03,0.06,0.05,0.24,0.08,0.09,0.10,0.06,0.05,0.07,0.09,0.06,0.05
29/03/2026,10306472089,32181933,0.07,,,0.05,0.08,0.06,0.06,0.06,0.04,0.05,0.05,0.04,0.05,0.04,0.05,0.05,0.03,0.04,0.02,0.05,0.06,0.02,0.04,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.21,0.35,0.00,0.91,0.33,0.22,0.21,0.06,1.11,0.49,0.09,0.53,0.07,0.04,0.05,0.05,0.05
30/03/2026,10306472089,32181933,0.07,0.04,0.06,0.05,0.05,0.05,0.05,0.05,0.04,0.05,0.05,0.05,0.05,0.04,0.04,0.03,0.04,0.05,0.05,0.02,0.04,0.03,0.00,0.01,0.16,0.44,0.00,0.01,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.04,0.03,0.05,0.03,0.14,1.14,0.85,0.12,0.34,0.51,0.08,0.68,0.08
31/03/2026,10306472089,32181933,0.06,0.06,0.05,0.05,0.04,0.05,0.05,0.04,0.05,0.05,0.04,0.05,0.04,0.05,0.05,0.04,0.04,0.04,0.02,0.00,0.00,0.00,0.00,0.00,1.14,0.00,0.01,0.12,0.98,0.54,0.27,0.06,0.03,0.06,0.05,0.10,0.08,0.06,0.14,0.09,0.55,0.09,0.11,0.07,0.12,0.10,0.11,0.07
01/04/2026,10306472089,32181933,0.30,0.49,0.07,0.59,0.04,0.04,0.03,0.04,0.03,0.04,0.04,0.03,0.04,0.03,0.03,0.03,0.00,0.00,0.00,0.00,0.01,0.11,0.37,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.03,0.03,0.03,0.04,0.02,0.04,0.03,0.03,0.04,0.03,0.14
02/04/2026,10306472089,32181933,0.08,0.05,0.05,0.03,0.04,0.04,0.03,0.04,0.03,0.03,0.04,0.03,0.03,0.03,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.03,0.02,0.03,0.03,0.03,0.04,0.03,0.03,0.03,0.03,0.04,0.04
03/04/2026,10306472089,32181933,0.03,0.03,0.02,0.04,0.03,0.03,0.04,0.02,0.04,0.03,0.03,0.04,0.02,0.03,0.03,0.01,0.02,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.03,0.03,0.04,0.03,0.03,0.04,0.02,0.04,0.03,0.03,0.03
04/04/2026,10306472089,32181933,0.03,0.03,0.03,0.03,0.04,0.03,0.06,0.06,0.03,0.03,0.04,0.03,0.03,0.04,0.03,0.03,0.02,0.01,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.04,0.03,0.03,0.04,0.02,0.04,0.03,0.03,0.04,0.04
05/04/2026,10306472089,32181933,0.04,0.03,0.03,0.04,0.02,0.03,0.03,0.03,0.04,0.02,0.03,0.03,0.02,0.04,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.03,0.03,0.02,0.04,0.03,0.03,0.04,0.03,0.04,0.03
06/04/2026,10306472089,32181933,0.03,0.04,0.02,0.04,0.03,0.03,0.04,0.02,0.03,0.03,0.03,0.04,0.02,0.04,0.03,0.01,0.02,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.03,0.03,0.02,0.04,0.03,0.03,0.03,0.03,0.04,0.03
07/04/2026,10306472089,32181933,0.03,0.03,0.02,0.04,0.03,0.03,0.03,0.02,0.04,0.03,0.03,0.03,0.03,0.04,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.04,0.02,0.03,0.03,0.03,0.04,0.02,0.04,0.03,0.03,0.04,0.03
08/04/2026,10306472089,32181933,0.03,0.03,0.03,0.04,0.03,0.03,0.03,0.02,0.04,0.03,0.03,0.03,0.04,0.08,0.04,0.01,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.02,0.03,0.03,0.02,0.04,0.03,0.03,0.04,0.03,0.02
09/04/2026,10306472089,32181933,0.04,0.03,0.03,0.04,0.03,0.03,0.04,0.02,0.03,0.04,0.02,0.04,0.03,0.03,0.03,0.01,0.00,0.01,0.01,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.02,0.03,0.04,0.02,0.03,0.04,0.02,0.04,0.04,0.03
10/04/2026,10306472089,32181933,0.04,0.03,0.03,0.04,0.03,0.03,0.04,0.02,0.03,0.03,0.02,0.04,0.03,0.03,0.04,0.02,0.01,0.01,0.00,0.00,0.01,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.01,0.03,0.04,0.02,0.03,0.03,0.02,0.04,0.03,0.03,0.04,0.02,0.03,0.02
11/04/2026,10306472089,32181933,0.02,0.04,0.03,0.03,0.04,0.02,0.03,0.03,0.02,0.04,0.03,0.03,0.04,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.01,0.02,0.02,0.03,0.04,0.03,0.03,0.04,0.02,0.03,0.03,0.02,0.03
12/04/2026,10306472089,32181933,0.03,0.03,0.04,0.02,0.03,0.03,0.02,0.04,0.03,0.03,0.04,0.02,0.03,0.03,0.01,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.01,0.03,0.03,0.03,0.04,0.03,0.03,0.04,0.02,0.03,0.04
13/04/2026,10306472089,32181933,0.02,0.04,0.03,0.02,0.04,0.03,0.03,0.04,0.02,0.03,0.03,0.02,0.03,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.02,0.04,0.03,0.02,0.04,0.03,0.03,0.04,0.04
14/04/2026,10306472089,32181933,0.03,0.04,0.02,0.03,0.03,0.03,0.04,0.03,0.03,0.04,0.03,0.03,0.04,0.03,0.03,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.04,0.02,0.03,0.03,0.02,0.03,0.03,0.03,0.04,0.03,0.03
15/04/2026,10306472089,32181933,0.04,0.03,0.03,0.04,0.03,0.03,0.03,0.02,0.03,0.03,0.02,0.04,0.03,0.02,0.02,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.02,0.03,0.03,0.02,0.04,0.03,0.03,0.04,0.03,0.03
16/04/2026,10306472089,32181933,0.04,0.03,0.03,0.04,0.03,0.03,0.04,0.02,0.03,0.03,0.02,0.04,0.03,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.01,0.03,0.03,0.02,0.04,0.03,0.03,0.04,0.03,0.03,0.04,0.03
17/04/2026,10306472089,32181933,0.03,0.03,0.02,0.04,0.03,0.02,0.04,0.03,0.03,0.04,0.03,0.03,0.04,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.02,0.02,0.04,0.03,0.03,0.04,0.03,0.03,0.04,0.02
18/04/2026,10306472089,32181933,0.03,0.04,0.03,0.03,0.04,0.02,0.03,0.04,0.02,0.04,0.03,0.03,0.04,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.03,0.03,0.03,0.04,0.03,0.03,0.04,0.02,0.03,0.03
